-0.4567,-0.0775,0.4642,0.3301
-0.8113,-0.0435,-1.0638,-0.8160
-0.9935,-0.8374,-1.3760,-1.1899
0.1218,0.0128,-0.6951,-0.2911
0.0878,-0.1988,-0.0508,-0.0943
-0.0056,-0.7967,-0.9669,0.3107
-0.2280,0.0456,0.3662,-0.6359
0.4812,0.3609,-0.2243,-0.7067
0.0962,-0.0754,0.6529,-0.1331
-0.2454,0.2574,0.3676,0.1750
-0.6798,0.0139,0.8424,0.8388
-0.0886,-0.4477,-0.0644,-0.1482
-0.2097,-0.1299,-1.3402,-1.1183
-0.6546,-0.4810,0.1878,-0.0031
-0.0655,-0.2875,-1.6890,-1.0614
0.0977,-0.2022,-0.0947,1.4296
-0.2197,-0.4289,-0.6232,2.1811
0.8357,-0.1479,-0.5786,-1.1067
-0.2790,-0.1589,-0.8150,0.4277
-0.0964,0.0025,0.2631,-0.5307
-0.4238,0.0721,0.0313,-0.3487
-0.0467,-0.2181,-0.7869,0.4481
0.6506,0.4676,-0.5374,-0.4372
-0.7897,-0.4658,-0.6300,-1.4658
-0.1194,-0.2289,0.3442,-0.1477
-0.2919,-0.2300,-0.7822,-0.6414
0.8889,0.3031,-0.6685,-0.5963
-0.1307,-0.0999,0.1360,0.4207
-0.1001,-0.3641,0.6675,-0.1412
-0.2136,-0.1082,0.3399,-0.6036
0.6366,-0.0185,0.1498,-0.9599
-0.0333,-0.3077,-0.3806,-0.8088
-0.3026,0.0416,0.4134,-0.0834
0.5810,-0.3151,-0.3548,1.4636
-0.0567,-0.0928,-0.1452,1.2128
0.1428,0.1843,0.2428,-0.3143
-0.1402,0.0873,-0.2670,-0.1943
-0.0109,0.0374,0.4182,0.0132
-0.0342,0.1249,0.0822,-0.3128
0.7425,0.2791,-0.2539,-0.5215
-0.1488,-0.4750,0.8822,3.1114
0.2904,0.1611,-0.0650,0.1513
0.5984,0.3315,-0.7671,-0.6655
-0.3846,0.0544,0.1597,-0.5003
0.2446,0.1271,-0.4384,0.1611
0.6502,0.3929,0.7007,-0.1436
0.5093,0.7532,0.4287,0.1777
0.0403,0.1722,0.3070,-0.6313
0.1365,0.1668,0.3786,0.2190
0.4039,-0.0278,-0.5824,-0.9092
