0.5660,-0.1637
0.6831,-0.2554
-0.0879,-0.4497
-0.6636,-0.0521
-0.1301,-0.2184
0.6598,0.0218
-0.2433,-0.1176
0.1677,0.0831
0.4398,-0.0788
-0.4822,-0.3543
0.2536,-0.2498
0.2582,-0.0092
-0.4858,-0.1210
-0.4422,-0.0634
0.0435,0.1885
-0.7522,-0.2959
0.2520,0.0704
-0.8317,-0.1655
-0.9934,-0.2194
0.9175,0.0910
0.2471,-0.1818
-1.2607,-0.1905
-0.5681,0.1391
-0.5566,-0.3586
-0.5684,-0.1269
-0.6949,-0.2026
-0.7877,0.0409
-0.6956,-0.0803
-1.0280,0.0570
-0.3805,-0.2186
0.0037,0.1787
-0.1769,-0.1902
-0.2088,-0.3472
1.1531,0.3068
0.0462,0.1107
-0.0222,0.2156
-0.0473,0.1642
-0.4794,-0.2947
1.1217,0.3205
0.4143,0.2063
0.7266,0.3137
0.5392,0.1103
-0.5135,-0.0235
0.4771,0.0510
0.5199,0.2203
0.4843,0.0901
-0.1209,-0.0753
0.6131,-0.0499
-0.4213,-0.2333
0.1961,-0.0957
0.3771,0.0656
-0.1411,-0.1849
0.0205,-0.1110
-0.4602,-0.4481
-0.3287,-0.2920
0.0225,-0.0390
-0.0627,-0.2426
0.5165,0.0143
-0.5975,-0.3961
-0.2809,-0.1625
0.3602,0.0026
0.0654,0.1373
-0.1207,-0.1463
0.6980,0.1987
0.1883,0.1137
-0.0726,-0.1584
0.2224,-0.1311
-0.2966,-0.0469
0.0895,0.1900
0.1801,-0.1441
0.0835,0.0147
0.3943,0.3099
-0.0147,0.0538
-0.3867,0.1655
0.4719,0.1186
0.0526,-0.0978
-0.1050,-0.0431
-0.8325,-0.1250
-0.1160,-0.1586
0.1541,-0.1066
-0.2797,-0.1204
0.6832,-0.1083
0.2041,-0.0515
-0.9220,-0.3457
-0.3328,0.1449
-0.8441,0.0313
-0.3637,-0.0851
-0.5190,0.0389
-0.3301,0.2840
-0.3065,0.3036
-0.2467,0.1515
0.4801,0.1276
-0.7242,0.2504
-0.1377,-0.0906
0.7667,-0.0462
-0.4508,0.1097
0.0719,0.0761
0.6703,0.0987
-0.1530,0.0159
-0.0326,-0.0856
-0.3338,0.0202
0.3321,0.1277
-0.2638,-0.1115
-0.0189,0.2110
-0.1317,-0.0244
-0.1548,0.0530
-0.5349,-0.0889
-0.5827,-0.4455
0.0401,0.0135
-0.6640,-0.0116
0.2009,0.2619
0.7878,0.1406
0.6482,-0.0041
0.7980,0.2805
1.1635,0.4568
-0.4881,-0.3836
0.3909,0.6869
0.5131,0.3728
0.1059,0.2105
0.6054,-0.0408
-0.4364,-0.2880
0.0431,-0.2256
1.3220,0.4159
-0.1660,-0.2132
0.2355,-0.0630
0.1357,0.0938
0.1899,0.0252
0.0946,0.0098
0.1675,0.4490
-0.1853,0.0302
-0.0283,0.0636
-0.5332,0.0988
0.0590,0.1339
0.4153,0.1397
-0.7334,-0.3238
0.6807,0.4801
1.2109,0.1047
-0.2978,-0.0854
1.0518,0.2109
-0.4063,0.1052
0.0740,-0.0260
-0.3403,-0.0821
-0.1118,0.1131
0.3483,0.2587
0.1386,0.0027
-0.2269,-0.0515
-0.4123,-0.1302
-0.2739,-0.1409
0.4267,-0.2900
-0.3119,-0.3375
0.4723,0.0236
-0.1811,-0.0406
-0.3858,-0.0226
-0.6181,-0.0688
-0.0259,-0.0755
0.2127,0.2635
-0.8439,-0.6516
-0.4726,-0.0464
-0.2394,-0.0824
