-0.5109,-0.3154,0.1122,0.1955
-0.3709,-0.7988,0.4220,-0.2016
-0.9849,-0.8339,-0.2949,-0.7997
-0.1134,-0.0658,-0.0175,-0.5621
-0.5726,0.1741,-0.1975,-0.3893
-0.2464,-0.2071,0.0159,-0.3855
-0.1109,-0.4401,-0.0921,0.3371
0.4349,0.3194,-0.3958,-0.7490
-0.2318,-0.5161,0.3382,0.6356
-0.4765,0.0764,0.4110,-0.6895
0.1459,-0.7339,0.3009,1.7313
-0.3287,-0.1097,-0.0542,-0.5990
-0.8131,-0.4157,0.0487,-0.2113
-0.1998,0.1700,0.8184,0.5689
-0.4171,0.2043,-0.9356,-0.5384
0.1427,-0.0247,0.5071,-0.5082
-0.5893,-0.3721,0.7385,-1.0484
0.4845,0.2286,-0.2228,-0.2377
-0.4687,-0.1470,-0.5147,-0.3816
0.2931,0.1353,0.3120,0.3216
-0.3828,-0.2860,-0.3166,-0.0044
-0.5960,-0.0602,-0.3391,-0.4957
0.2036,0.3677,-0.0357,-0.2905
-0.4916,-0.9500,0.2234,-0.4130
0.0407,-0.1946,-0.2169,-0.6829
-0.7662,-0.2643,-0.5768,-0.3043
0.6458,0.6630,-0.0632,-0.3214
0.0046,0.0270,1.1324,-0.2889
-0.3703,-0.1891,0.9186,1.6029
-0.0010,-0.0220,-0.1076,-0.0249
0.5435,0.3055,-0.2037,-0.3069
-0.6073,-0.2949,-0.2947,-0.3213
-0.2086,-0.1799,0.4113,0.0523
0.3984,-0.0908,-0.3167,1.3661
0.0281,-0.0465,-0.6293,-0.9864
0.2079,0.4242,-0.1873,0.5501
-0.1929,-0.2459,-0.3379,-0.3313
0.1223,-0.0199,-0.5436,-0.0860
-0.1076,-0.2174,0.2752,-0.0930
0.7219,0.4951,-0.2232,-0.3102
0.3084,-0.0398,0.5234,-0.0556
0.3233,0.3106,-0.3828,-0.4916
0.1608,0.3342,-0.5624,-0.8124
0.0425,-0.1069,-0.1144,-0.6293
0.2111,0.3743,-0.2026,-0.5866
0.2605,0.2803,0.0795,0.8529
0.4713,0.3462,-0.6643,-0.5733
0.5669,0.4958,0.3363,0.8289
0.3000,0.0591,-0.8805,-0.1846
-0.0944,0.1742,-0.2341,-0.2223
0.6111,0.5808,-0.3309,-0.4413
-0.3587,-0.0949,-0.5547,-0.8589
-0.2602,-0.0009,-0.2925,0.3255
-0.6473,-0.1699,-0.5157,-0.3144
-0.5030,-0.0487,0.5042,0.9794
0.1771,-0.0085,-0.5422,-0.3456
-0.6999,-0.0790,-0.1251,-0.3878
-0.0375,0.1497,0.2900,0.2527
0.1744,0.4368,-0.4541,-0.2765
0.2735,0.2828,-0.6537,-0.3757
0.6939,0.3817,-0.4533,-0.5368
-0.6507,-0.3634,0.0341,-0.2064
0.2882,0.2529,-1.2471,-1.1252
0.1998,-0.0396,-0.2076,-0.6137
0.0984,-0.3783,0.1905,0.6651
0.3534,0.4667,-0.7959,-0.7491
0.5827,0.5741,-0.3253,-0.6685
0.4157,0.5190,0.0448,-0.0581
0.4591,0.0522,-0.4303,-0.2129
-0.3505,-0.0877,-0.6311,-0.2524
0.0105,-0.2960,-0.1212,0.2558
0.4892,0.0593,-0.0668,-0.5102
0.5089,0.4031,-0.5534,-0.6415
-0.0400,-0.1964,0.6288,0.4420
-0.1590,0.0230,-0.0460,-0.1976
-0.2941,-0.4611,-0.2353,-0.7940
0.1819,-0.2083,-0.0331,-0.4251
0.1271,0.0887,0.1114,-0.3265
-0.1869,0.1902,0.5131,0.0626
-0.7331,-1.0423,-0.1006,-1.0478
0.1966,0.1239,-0.1330,0.7687
-0.2652,-0.4029,0.2591,-0.0089
-0.3880,-0.1753,-0.2296,-0.6436
-0.2407,-0.2252,0.0070,0.1698
-0.0348,0.4333,-0.1779,-0.2067
-0.2979,-0.2246,-0.2258,-0.3910
0.1834,0.2608,-0.4146,-0.4015
0.2761,0.1290,-0.0944,0.3048
0.1984,0.1391,0.1499,1.4217
0.2586,0.1966,-0.4222,0.1779
-0.0712,-0.1702,-0.2762,-0.0784
0.0836,0.0423,-0.3263,-0.3782
-0.1999,0.2123,0.0552,0.4842
-0.0240,-0.0573,-0.2866,-0.5074
0.0078,-0.2908,-0.0991,-0.2491
0.3435,0.4118,-0.1698,0.8970
