0.2866,1.1290,-0.1787,-0.2458
0.3928,1.3378,0.0144,0.1488
-0.0293,0.1716,-0.2920,-1.2079
-0.8340,-0.9367,-0.4147,-0.1389
0.0765,-0.3425,-0.1630,-0.6841
1.2724,0.9821,-0.3202,-0.2432
-0.1708,-0.1933,0.0110,-0.0733
0.1360,0.1001,-0.1649,-0.4698
-0.8174,1.1668,-0.2882,-0.1587
-0.3396,-0.7867,-0.2069,-0.5803
0.4466,0.6322,-0.1166,-0.0266
0.0360,0.7790,-0.0792,-0.5383
-0.9937,-0.9968,-0.0246,0.4729
-1.1016,-0.8214,0.1689,-0.2579
-0.3135,0.1613,0.3654,0.6060
-0.4780,-1.0383,0.1768,-0.1392
-1.2105,0.4764,-0.3309,0.2154
-0.2583,-1.5193,0.1007,-0.3116
-2.2257,-1.6574,-0.6628,-0.4881
0.5892,1.3894,0.0800,-0.0948
1.2765,0.5348,0.4176,-0.3264
-1.7540,-1.6376,-0.3676,-0.5423
-1.2713,-1.3119,-0.5658,-0.7559
-0.4583,-1.1505,-0.0486,0.0526
-0.3154,-1.0616,0.0121,-0.4100
-0.9335,-1.1728,-0.0359,0.0553
-1.3042,-1.6529,-0.4175,0.3307
-1.6754,-1.3991,0.0017,-0.0232
-1.1067,-1.2907,-0.0511,-0.7668
0.0720,-0.3906,-0.0774,-0.2206
0.5160,-0.1265,0.2270,-0.1320
-0.6742,-0.2717,-0.3217,-0.5482
1.1451,-0.3484,0.2992,-0.3936
0.5702,1.4593,0.0405,0.2480
-0.5085,0.2615,-0.2137,-0.3726
0.0787,-0.1079,-0.1860,0.3531
-0.4324,0.0736,-0.3316,0.9192
-0.0851,-0.5352,-0.4798,-0.1697
-0.0938,1.4816,0.3660,0.3579
0.6940,0.2289,0.0461,0.2264
-0.1384,1.3298,-0.0125,0.5801
-0.1510,0.7627,-0.0019,-0.1046
-0.7724,-0.9085,-0.3040,-0.0245
0.0020,0.7312,-0.0476,-0.0785
0.1232,1.2679,-0.1641,-0.5804
0.5158,0.5641,-0.2869,0.3725
-0.3242,0.0548,-0.0347,0.1995
0.8005,0.6144,0.6927,0.4436
-0.0639,-0.3561,-0.4338,-0.2118
0.9520,0.5052,-0.1810,-0.4090
0.6912,0.5148,0.0826,0.0283
0.1193,-0.2007,-0.3017,-0.2484
0.3038,0.0646,0.0627,0.0870
-0.1050,-0.5509,-0.5414,-0.7621
0.5596,-0.7001,-0.1486,0.2229
-0.1151,0.3128,0.1632,0.2002
-0.0374,0.2253,-0.6123,-0.6616
0.1351,1.0189,-0.0056,-0.0223
0.2945,-1.0081,-0.5498,0.0487
0.0471,-0.3820,-0.3039,-0.1156
0.2738,0.3269,0.0953,0.1332
-0.1531,0.5050,-0.3331,-0.2293
-0.3867,-0.3901,-0.2224,-0.1904
0.0301,0.8453,0.4838,0.4393
0.0440,0.2314,0.0221,0.0643
-0.1776,-0.1158,-0.4289,-0.3565
0.2690,-0.0271,0.0689,0.4581
0.4673,0.1352,0.2346,0.2948
0.0881,-0.1642,-0.0213,0.1306
0.1061,0.2302,0.1149,0.2349
1.9725,0.0230,0.1728,-0.3773
0.4424,0.7616,0.4336,0.7021
0.0694,-0.1602,-0.0897,-0.1305
0.2514,-0.5346,0.2062,0.6839
0.5779,0.9628,0.1071,0.2740
-0.1607,0.3123,0.1712,0.1583
0.2154,-0.2127,-0.0390,0.1707
-0.3032,-1.0257,-0.1781,0.0675
0.7313,-0.2702,0.1486,0.0116
1.0244,0.3184,-0.0583,-0.2761
0.4714,-0.6930,-0.0663,0.1494
0.3821,1.1385,0.1014,0.1991
-0.1583,0.8905,-0.3066,-0.3211
-1.0604,-1.3599,-0.7423,-0.1526
-1.8162,-1.1082,-0.2463,0.3081
-1.2688,-1.4036,-0.3556,-0.7053
-0.0336,-0.5796,-0.2825,-0.0247
-0.0665,-0.7821,0.0227,-0.1015
-0.0184,-0.6672,0.0634,-0.1729
-0.4483,-0.7232,0.3002,-0.3219
-0.2808,-0.4124,-0.0702,-0.5869
-0.5668,1.2223,-0.1769,-0.1712
