0.4150,-0.4505
0.2442,0.4410
-0.1841,0.6047
-0.1076,0.0708
0.1942,0.1661
0.2591,-0.5366
0.1610,0.2045
0.3575,0.0796
0.1607,-0.6142
-0.1936,-0.0528
0.2895,-0.0965
0.5249,-0.1316
0.3068,-0.3332
-0.1999,0.0969
-0.0030,-0.2500
0.1919,-0.0382
-0.8786,-0.7408
-0.1844,0.0683
-0.3843,0.0799
0.2443,0.1418
0.5680,0.7212
-0.2138,0.1843
-0.2347,-0.0695
-0.4660,0.0070
-0.3075,0.0478
-0.1210,0.3486
-0.2928,-0.0448
-0.6949,-0.0547
-0.4281,-0.0340
-0.1986,0.0646
0.0343,-0.0680
-0.2484,-0.3720
0.1050,0.2497
0.5271,0.1624
-0.1664,-0.2571
0.2824,-0.2034
-0.1222,-0.4458
-0.3081,0.0517
0.2566,-0.1570
0.3267,0.7906
0.2788,-0.4991
0.0325,0.2325
-0.3384,-0.2744
0.2571,0.0868
0.3325,0.9155
0.2713,0.2116
-0.2018,-0.1196
0.6491,0.0113
-0.3432,-0.4815
0.1607,0.0611
-0.1936,0.3870
-0.2582,-0.0381
0.2139,0.2296
-0.3347,-0.0075
-0.7003,-0.0622
0.3010,0.3013
-0.2061,0.3112
-0.0279,-0.1542
-0.4432,0.3109
0.0246,-0.1043
0.4680,0.2590
0.5692,0.3678
-0.1089,-0.1094
-0.4717,-0.3181
0.2129,-0.1087
-0.4478,-0.2721
0.3050,-0.2593
0.2802,0.3572
0.1828,0.0235
0.3554,-0.0534
0.3711,0.3065
0.3460,0.4212
0.4565,0.5441
0.2686,0.5358
0.5026,-0.0257
0.0412,-0.0884
-0.0347,-0.1009
-0.1522,0.2309
0.6530,0.1544
0.2743,0.1163
-0.1289,0.0583
0.2664,0.0858
-0.0017,0.1193
-0.5372,-0.0363
-0.1993,-0.5578
-0.4695,0.1110
-0.0138,-0.0651
-0.4099,0.0125
-0.6497,-0.0974
-0.2799,-0.2290
-0.6523,-0.3039
-0.5231,-0.0790
-0.4563,-0.2285
0.0663,0.2857
-0.4815,-0.3676
-0.1475,0.0383
0.0954,0.2495
0.1539,0.3969
0.1997,0.7161
0.0298,0.1100
0.6404,1.0815
0.0335,0.3433
-0.1465,0.0843
0.1568,-0.1568
-0.0466,0.0900
-0.0579,-0.0762
-0.2909,-0.2171
-1.3559,-0.3548
0.0916,0.3211
-0.4137,0.1726
-0.4839,0.5243
0.4236,0.0926
0.2195,-0.2017
